id_cliente;nome_sobrenome;nome;sobrenome;email;sexo;idade;cidade_cliente_nome;profissao_nome;modalidade;altura;peso;tipo_roteiro_nome;cidade_inicio;dias_roteiro;etapas_roteiro;data_inicio_roteiro;data_final_roteiro;valor_orcado;valor_real;Coluna1;tipo_hospedagem;acompanhantes;transporte_inicio;transporte_final;transporte_mochila;tour_santiago;motivacao
841;Larissa Lopes;Larissa;Lopes;larissalopes55@hotmail.com;Female;54;São Bernardo;Farmacêutico;guiado;1,74;67,3;Bike;Porto;11;6;30/10/2025;10/11/2025;2171;1,29;2806,59;Standard;9;sim;não;sim;sim;Aventura
855;Daniel Castro;Daniel;Castro;daniel.castro@hotmail.com;Male;32;Manaus;Auxiliar administrativo;autoguiado;1,73;66,6;Bike;Porto;11;6;14/01/2025;25/01/2025;2391;1,34;3206,30;Standard;5;sim;sim;não;sim;Cultural
864;Fernanda Castro;Fernanda;Castro;fernandacastro16@outlook.com;Female;32;São Paulo;Farmacêutico;guiado;1,65;72,6;Bike;Porto;11;6;04/07/2023;15/07/2023;2028;1,27;2583,01;Standard;9;sim;sim;não;sim;Cultural
870;Lucas Rocha;Lucas;Rocha;lucas.rocha@gmail.com;Female;70;Belo Horizonte;Auxiliar administrativo;guiado;1,95;105,7;Bike;Porto;11;6;24/08/2018;04/09/2018;1972;0,99;1953,92;Standard;3;sim;sim;sim;sim;Espiritual
900;Camila Mendes;Camila;Mendes;camilamendes16@gmail.com;Male;26;São Luís;Atendente;grupo;1,95;92,0;Bike;Porto;11;6;12/06/2017;23/06/2017;2106;1,12;2349,87;Standard;2;sim;sim;sim;sim;Aventura
911;Rafael Freitas;Rafael;Freitas;rafael.freitas@outlook.com;Female;23;Curitiba;Enfermeiro;autoguiado;1,81;79,7;Bike;Porto;11;6;07/04/2026;18/04/2026;2046;0,98;2014,44;Standard;5;sim;não;sim;sim;Aventura
912;Gabriel Freitas;Gabriel;Freitas;gabriel_freitas@hotmail.com;Female;42;São Paulo;Vendedor;grupo;1,76;71,6;Bike;Porto;11;6;24/03/2018;04/04/2018;2045;0,99;2029,14;Superior;1;sim;sim;sim;sim;Espiritual
929;Pedro Duarte;Pedro;Duarte;duarte.pedro@outlook.com;Female;62;Manaus;Dentista;grupo;1,73;81,5;Bike;Porto;11;6;08/04/2019;19/04/2019;2421;1,04;2516,37;Standard;4;sim;sim;sim;sim;Auto-conhecimento
935;Daniel Duarte;Daniel;Duarte;danielduarte24@outlook.com;Female;29;Fortaleza;Arquiteto;autoguiado;1,98;108,0;Bike;Porto;11;6;18/10/2026;29/10/2026;2150;1,08;2326,36;Standard;4;sim;sim;não;sim;Aventura
938;Mariana Duarte;Mariana;Duarte;mariana_duarte@yahoo.com;Female;59;Recife;Astrônomo;guiado;1,75;77,7;Bike;Porto;11;6;20/03/2017;31/03/2017;1853;1,15;2126,10;Superior;5;sim;sim;sim;sim;Cultural
940;Camila Duarte;Camila;Duarte;camiladuarte93@outlook.com;Genderfluid;28;Porto Alegre;Enfermeiro;autoguiado;1,88;82,4;Bike;Porto;11;6;01/04/2017;12/04/2017;1902;0,98;1864,36;Standard;6;sim;não;sim;sim;Auto-conhecimento
944;Fernanda Duarte;Fernanda;Duarte;fernandaduarte32@hotmail.com;Female;31;São Paulo;Professor;autoguiado;1,62;59,2;Bike;Porto;11;6;30/08/2023;10/09/2023;2406;1,13;2728,77;Standard;4;sim;sim;sim;sim;Espiritual
956;Gustavo Moreira;Gustavo;Moreira;gustavo.moreira@outlook.com;Female;47;São Gonçalo;Advogado;autoguiado;1,81;84,0;Bike;Porto;11;6;17/10/2022;28/10/2022;2273;0,98;2229,41;Standard;4;sim;sim;sim;sim;Auto-conhecimento
958;Mariana Moreira;Mariana;Moreira;mariana_moreira@hotmail.com;Female;65;Manaus;Professor;guiado;1,86;86,9;Bike;Porto;11;6;09/10/2018;20/10/2018;1955;1,29;2531,09;Standard;6;sim;sim;sim;sim;Aventura
982;Amanda Barros;Amanda;Barros;amandabarros74@gmail.com;Male;38;Manaus;Psicólogo;autoguiado;1,89;91,9;Bike;Porto;11;6;13/02/2025;24/02/2025;2264;0,99;2234,23;Standard;5;sim;sim;não;sim;Espiritual
985;Renata Barros;Renata;Barros;renata_barros@yahoo.com;Male;31;São Paulo;Enfermeiro;autoguiado;1,80;84,3;Bike;Porto;11;6;21/02/2019;04/03/2019;2258;1,31;2961,51;Superior;1;sim;sim;sim;sim;Cultural
996;Gustavo Tavares;Gustavo;Tavares;tavares.gustavo@yahoo.com;Female;53;Guarulhos;Vendedor;autoguiado;2,02;101,3;Bike;Porto;11;6;28/05/2025;08/06/2025;2254;1,20;2712,90;Standard;1;sim;sim;sim;sim;Aventura
7;Paulo Helmut;Paulo;Helmut;paulohelmut29@gmail.com;Female;65;Rio de Janeiro;Auxiliar administrativo;autoguiado;1,69;71,8;A pe;Sarria;11;6;01/12/2017;12/12/2017;1262;1,23;1548,54;Standard;8;sim;sim;sim;sim;Auto-conhecimento
8;Sandro Carlos Vieira Patrício;Sandro;Patrício;sandro.patrício@yahoo.com;Female;66;Brasília;Farmacêutico;autoguiado;1,81;81,1;A pe;Sarria;11;6;08/04/2018;19/04/2018;1454;1,00;1460,05;Standard;4;sim;sim;sim;sim;Espiritual
12;Carolina Diniz de Oliveira;Carolina;Oliveira;oliveira.carolina@gmail.com;Female;41;Rio de Janeiro;Técnico de informática;guiado;1,79;86,7;A pe;Sarria;11;6;20/11/2024;01/12/2024;1392;0,99;1371,41;Superior;4;sim;sim;sim;sim;Espiritual
15;Jacqueline Assis Carvalho;Jacqueline;Carvalho;jacqueline_carvalho@outlook.com;Agender;71;Rio de Janeiro;Motorista;grupo;1,63;60,5;A pe;Sarria;11;6;09/10/2025;20/10/2025;1216;1,20;1453,72;Superior;3;sim;sim;sim;sim;Cultural
23;Erika Araujo Machado;Erika;Machado;erika.machado@outlook.com;Female;60;Fortaleza;Cientista de dados;autoguiado;1,96;85,0;A pe;Sarria;11;6;28/07/2026;08/08/2026;1190;0,98;1167,40;Superior;2;não;sim;sim;sim;Espiritual
29;Marisa Balboa Regos Marchiori;Marisa;Marchiori;marisa.marchiori@hotmail.com;Male;43;São Gonçalo;Astrônomo;autoguiado;1,95;99,0;A pe;Sarria;11;6;31/03/2022;11/04/2022;1209;1,00;1204,56;Standard;9;sim;sim;não;não;Espiritual
33;Eliane Dias de Oliveira;Eliane;Oliveira;eliane_oliveira@gmail.com;Female;49;Belo Horizonte;Auxiliar administrativo;guiado;2,02;95,7;A pe;Sarria;11;6;13/05/2021;24/05/2021;1194;1,06;1264,91;Standard;6;sim;sim;sim;sim;Auto-conhecimento
49;Miriam Pereira Sgrilli;Miriam;Sgrilli;miriamsgrilli86@hotmail.com;Female;41;Rio de Janeiro;Atendente;autoguiado;1,63;65,9;A pe;Sarria;11;6;28/01/2019;08/02/2019;1268;1,11;1404,26;Standard;6;sim;não;sim;sim;Auto-conhecimento
74;Erika Araujo Machado;Erika;Machado;machado.erika@gmail.com;Male;65;Rio de Janeiro;Vendedor;guiado;2,03;115,1;A pe;Sarria;11;6;17/03/2018;28/03/2018;1600;1,02;1631,46;Standard;1;sim;sim;sim;sim;Aventura
76;Lucy Kato Kobayashi;Lucy;Kobayashi;lucy_kobayashi@gmail.com;Male;57;Belo Horizonte;Designer;autoguiado;1,98;99,5;A pe;Sarria;11;6;18/11/2017;29/11/2017;1571;1,25;1958,51;Standard;3;sim;sim;sim;sim;Cultural
85;Elizabet Cesar de Aquino;Elizabet;Aquino;elizabetaquino97@hotmail.com;Female;30;Curitiba;Economista;grupo;2,04;92,1;A pe;Sarria;11;6;15/12/2025;26/12/2025;1129;0,98;1106,75;Superior;8;sim;sim;sim;sim;Espiritual
87;Marlene Andricopolo Mayresse;Marlene;Mayresse;marlene_mayresse@outlook.com;Female;23;Guarulhos;Farmacêutico;autoguiado;1,94;101,5;A pe;Sarria;11;6;11/01/2023;22/01/2023;1534;1,11;1698,56;Standard;3;sim;sim;sim;não;Cultural
91;Luciana Regina Nunes;Luciana;Nunes;luciananunes33@outlook.com;Polygender;59;Maceió;Auxiliar administrativo;grupo;1,88;97,7;A pe;Sarria;11;6;18/05/2018;29/05/2018;1074;1,08;1163,55;Standard;3;sim;sim;sim;sim;Espiritual
95;Maria Luiza Galassi de Souza;Maria;Souza;maria.souza@hotmail.com;Female;45;Belo Horizonte;Jornalista;autoguiado;1,89;88,5;A pe;Sarria;11;6;23/02/2021;06/03/2021;1522;1,22;1852,85;Standard;6;sim;sim;sim;sim;Auto-conhecimento
109;2. Maria Santos;Maria;Santos;santos.maria@gmail.com;Female;22;Santo André;Astrônomo;grupo;1,61;59,2;A pe;Sarria;11;6;30/11/2021;11/12/2021;1574;0,99;1563,14;Standard;4;sim;sim;sim;sim;Auto-conhecimento
124;17. Gustavo Barbosa;Gustavo;Barbosa;barbosa.gustavo@hotmail.com;Male;70;São Paulo;Enfermeiro;guiado;2,00;96,9;A pe;Sarria;11;6;28/02/2023;11/03/2023;1346;1,23;1660,00;Superior;2;sim;sim;sim;sim;Espiritual
131;24. Renata Mendes;Renata;Mendes;renatamendes27@yahoo.com;Bigender;29;Teresina;Motorista;guiado;1,99;98,9;A pe;Sarria;11;6;06/05/2020;17/05/2020;1118;1,27;1415,71;Standard;5;não;sim;sim;sim;Auto-conhecimento
136;29. André Ramos;André;Ramos;ramos.andré@outlook.com;Male;55;Porto Alegre;Auxiliar administrativo;guiado;1,83;74,4;A pe;Sarria;11;6;11/10/2024;22/10/2024;1367;0,99;1347,02;Standard;4;sim;sim;sim;sim;Aventura
137;30. Priscila Lopes;Priscila;Lopes;priscilalopes86@gmail.com;Male;70;Guarulhos;Psicólogo;grupo;1,76;69,9;A pe;Sarria;11;6;10/04/2018;21/04/2018;1347;1,27;1707,00;Standard;2;sim;sim;sim;sim;Cultural
139;32. Sabrina Vieira;Sabrina;Vieira;vieira.sabrina@yahoo.com;Male;61;Guarulhos;Cientista de dados;guiado;1,91;98,3;A pe;Sarria;11;6;16/06/2017;27/06/2017;1109;1,30;1438,97;Standard;6;sim;sim;sim;sim;Aventura
148;41. Carlos Peixoto;Carlos;Peixoto;peixoto.carlos@yahoo.com;Female;30;Rio de Janeiro;Professor;autoguiado;1,87;80,1;A pe;Sarria;11;6;08/12/2025;19/12/2025;1469;0,98;1444,10;Standard;4;sim;sim;não;sim;Auto-conhecimento
161;54. Simone Brito;Simone;Brito;simone.brito@gmail.com;Male;50;Teresina;Atendente;guiado;1,92;95,1;A pe;Sarria;11;6;11/03/2021;22/03/2021;1344;0,99;1332,32;Standard;2;sim;sim;sim;sim;Cultural
169;62. Silvana Brandão;Silvana;Brandão;silvana.brandão@hotmail.com;Male;60;Brasília;Programador;autoguiado;1,70;77,7;A pe;Sarria;11;6;27/07/2022;07/08/2022;1579;1,11;1760,21;Standard;4;sim;sim;sim;não;Espiritual
170;63. Samuel Viana;Samuel;Viana;samuelviana63@gmail.com;Non-binary;47;São Paulo;Enfermeiro;guiado;1,69;71,1;A pe;Sarria;11;6;28/08/2021;08/09/2021;1005;0,99;998,50;Standard;2;sim;sim;sim;sim;Cultural
180;73. Diego Maciel;Diego;Maciel;diego.maciel@yahoo.com;Agender;61;Natal;Jornalista;autoguiado;2,06;107,6;A pe;Sarria;11;6;21/08/2022;01/09/2022;1392;1,11;1541,84;Superior;6;não;sim;não;sim;Cultural
186;79. Sérgio Cavalcante;Sérgio;Cavalcante;sérgio_cavalcante@gmail.com;Male;35;Campo Grande;Vendedor;autoguiado;1,85;79,2;A pe;Sarria;11;6;21/12/2026;01/01/2027;1170;0,98;1147,88;Superior;8;não;sim;sim;sim;Aventura
190;83. Nelson Prado;Nelson;Prado;prado.nelson@outlook.com;Bigender;54;Brasília;Contador;autoguiado;1,63;72,7;A pe;Sarria;11;6;22/10/2017;02/11/2017;1307;0,99;1294,45;Superior;1;sim;não;não;sim;Cultural
203;96. Joana Serpa;Joana;Serpa;joana_serpa@outlook.com;Male;31;Rio de Janeiro;Advogado;autoguiado;1,77;72,2;A pe;Sarria;11;6;20/07/2018;31/07/2018;1356;1,33;1809,22;Standard;10;sim;sim;sim;sim;Espiritual
209;102. João Andrade;João;Andrade;joãoandrade96@hotmail.com;Male;23;São Paulo;Vendedor;guiado;2,02;93,6;A pe;Sarria;11;6;26/12/2018;06/01/2019;1081;0,99;1074,21;Superior;7;sim;não;sim;sim;Espiritual
210;103. Rafael Andrade;Rafael;Andrade;rafael.andrade@yahoo.com;Male;52;Teresina;Técnico de informática;autoguiado;1,86;82,2;A pe;Sarria;11;6;12/08/2018;23/08/2018;1557;1,17;1814,50;Standard;1;sim;sim;sim;sim;Espiritual
215;108. Bruno Andrade;Bruno;Andrade;bruno.andrade@yahoo.com;Male;65;São Gonçalo;Contador;autoguiado;1,72;65,2;A pe;Sarria;11;6;28/04/2024;09/05/2024;1438;0,99;1430,64;Standard;9;sim;sim;sim;sim;Cultural
220;113. Camila Andrade;Camila;Andrade;camilaandrade78@gmail.com;Male;30;São Bernardo;Programador;autoguiado;2,03;100,7;A pe;Sarria;11;6;04/07/2024;15/07/2024;1057;1,05;1110,71;Standard;1;sim;sim;sim;não;Auto-conhecimento
231;124. Rafael Fernandes;Rafael;Fernandes;rafael_fernandes@hotmail.com;Female;38;Salvador;Vendedor;autoguiado;1,83;75,5;A pe;Sarria;11;6;23/12/2017;03/01/2018;1549;1,20;1853,85;Standard;6;sim;sim;sim;sim;Espiritual
232;125. Gabriel Fernandes;Gabriel;Fernandes;fernandes.gabriel@yahoo.com;Male;43;Brasília;Farmacêutico;guiado;2,05;92,9;A pe;Sarria;11;6;15/10/2025;26/10/2025;1393;1,09;1518,00;Standard;3;sim;sim;sim;sim;Aventura
237;130. André Fernandes;André;Fernandes;andré.fernandes@outlook.com;Female;31;Natal;Auxiliar administrativo;guiado;2,08;102,4;A pe;Sarria;11;6;23/05/2023;03/06/2023;1140;1,30;1481,11;Superior;4;sim;sim;sim;sim;Cultural
245;138. Renata Fernandes;Renata;Fernandes;fernandes.renata@outlook.com;Male;48;Rio de Janeiro;Jornalista;grupo;1,78;86,5;A pe;Sarria;11;6;27/08/2018;07/09/2018;1300;0,99;1284,68;Superior;9;sim;sim;sim;sim;Aventura
257;150. André Barbosa;André;Barbosa;barbosa.andré@outlook.com;Female;65;Rio de Janeiro;Atendente;autoguiado;1,96;104,0;A pe;Sarria;11;6;31/01/2020;11/02/2020;1551;1,04;1614,25;Standard;4;sim;sim;sim;sim;Auto-conhecimento
264;157. Fernanda Barbosa;Fernanda;Barbosa;fernandabarbosa46@hotmail.com;Female;40;Recife;Engenheiro;guiado;1,68;73,0;A pe;Sarria;11;6;29/01/2022;09/02/2022;1298;1,24;1606,82;Standard;4;sim;sim;sim;sim;Espiritual
277;170. André Ribeiro;André;Ribeiro;andréribeiro67@hotmail.com;Male;33;Santo André;Engenheiro;autoguiado;1,69;69,9;A pe;Sarria;11;6;05/10/2024;16/10/2024;1375;1,20;1652,84;Superior;10;sim;sim;sim;sim;Cultural
281;174. Larissa Ribeiro;Larissa;Ribeiro;ribeiro.larissa@gmail.com;Female;71;Recife;Motorista;autoguiado;2,03;101,1;A pe;Sarria;11;6;31/08/2023;11/09/2023;1209;1,09;1314,57;Superior;6;sim;sim;não;sim;Cultural
287;180. Daniela Ribeiro;Daniela;Ribeiro;danielaribeiro15@outlook.com;Female;70;São Paulo;Atendente;autoguiado;1,69;75,2;A pe;Sarria;11;6;12/10/2020;23/10/2020;1544;0,99;1526,09;Superior;9;sim;sim;sim;sim;Cultural
289;182. Pedro Carvalho;Pedro;Carvalho;carvalho.pedro@gmail.com;Male;67;Campo Grande;Psicólogo;grupo;1,67;72,7;A pe;Sarria;11;6;15/07/2018;26/07/2018;1460;0,99;1447,39;Superior;5;sim;sim;sim;sim;Auto-conhecimento
295;188. Daniel Carvalho;Daniel;Carvalho;danielcarvalho70@gmail.com;Female;23;São Paulo;Atendente;guiado;2,07;108,1;A pe;Sarria;11;6;11/05/2023;22/05/2023;1093;1,02;1116,69;Standard;4;sim;sim;sim;sim;Cultural
308;201. João Teixeira;João;Teixeira;joão.teixeira@gmail.com;Female;58;Recife;Enfermeiro;autoguiado;2,07;98,6;A pe;Sarria;11;6;03/08/2017;14/08/2017;1283;1,33;1703,94;Standard;10;sim;sim;sim;sim;Aventura
360;253. Camila Castro;Camila;Castro;camilacastro96@gmail.com;Agender;22;Brasília;Advogado;autoguiado;1,98;88,1;A pe;Sarria;11;6;10/07/2022;21/07/2022;1032;0,98;1012,78;Standard;9;sim;sim;sim;sim;Auto-conhecimento
372;265. Gabriel Rocha;Gabriel;Rocha;gabrielrocha60@yahoo.com;Male;53;São Paulo;Vendedor;guiado;1,72;67,6;A pe;Sarria;11;6;03/03/2022;14/03/2022;1480;1,28;1892,62;Standard;3;sim;sim;sim;sim;Aventura
400;293. Camila Mendes;Camila;Mendes;camila.mendes@yahoo.com;Female;27;Goiânia;Enfermeiro;guiado;1,85;86,6;A pe;Sarria;11;6;17/03/2021;28/03/2021;1338;0,99;1321,22;Superior;9;sim;sim;sim;sim;Auto-conhecimento
405;298. Renata Mendes;Renata;Mendes;mendes.renata@hotmail.com;Female;64;São Paulo;Motorista;autoguiado;2,05;112,2;A pe;Sarria;11;6;07/10/2026;18/10/2026;1292;1,32;1699,55;Superior;10;sim;sim;sim;sim;Auto-conhecimento
407;300. Daniela Mendes;Daniela;Mendes;daniela.mendes@gmail.com;Male;50;São Paulo;Advogado;guiado;1,76;83,5;A pe;Sarria;11;6;06/08/2017;17/08/2017;1195;1,16;1387,27;Superior;3;sim;sim;sim;sim;Auto-conhecimento
426;319. Patricia Freitas;Patricia;Freitas;patricia.freitas@yahoo.com;Bigender;33;São Luís;Técnico de informática;guiado;2,02;94,6;A pe;Sarria;11;6;26/02/2021;09/03/2021;1087;0,99;1075,85;Standard;7;sim;sim;sim;sim;Cultural
438;331. Mariana Duarte;Mariana;Duarte;duarte.mariana@hotmail.com;Female;57;São Luís;Vendedor;guiado;1,78;77,6;A pe;Sarria;11;6;13/09/2020;24/09/2020;1104;1,23;1361,94;Standard;6;sim;sim;sim;sim;Espiritual
459;352. Juliana Moreira;Juliana;Moreira;julianamoreira27@hotmail.com;Male;33;Duque de Caxias;Arquiteto;autoguiado;1,88;90,4;A pe;Sarria;11;6;09/04/2018;20/04/2018;1526;0,98;1497,81;Standard;9;sim;sim;sim;não;Espiritual
462;355. Amanda Moreira;Amanda;Moreira;amanda_moreira@hotmail.com;Female;41;Maceió;Dentista;autoguiado;1,90;101,0;A pe;Sarria;11;6;18/06/2024;29/06/2024;1237;0,99;1228,84;Standard;8;sim;sim;sim;sim;Espiritual
465;358. Renata Moreira;Renata;Moreira;renata.moreira@hotmail.com;Female;69;Rio de Janeiro;Contador;guiado;1,95;98,4;A pe;Sarria;11;6;12/07/2019;23/07/2019;1211;1,00;1205,30;Standard;2;sim;sim;sim;sim;Espiritual
472;365. Gabriel Barros;Gabriel;Barros;barros.gabriel@hotmail.com;Genderqueer;61;Brasília;Vendedor;guiado;1,68;63,7;A pe;Sarria;11;6;31/03/2017;11/04/2017;1172;1,00;1169,95;Standard;3;sim;sim;sim;sim;Auto-conhecimento
481;374. Larissa Barros;Larissa;Barros;larissabarros54@yahoo.com;Female;32;Maceió;Astrônomo;guiado;1,86;92,3;A pe;Sarria;11;6;02/01/2026;13/01/2026;1557;1,32;2057,61;Standard;3;sim;sim;sim;sim;Espiritual
493;386. Felipe Tavares;Felipe;Tavares;felipe_tavares@gmail.com;Female;72;Manaus;Vendedor;autoguiado;1,95;94,8;A pe;Sarria;11;6;22/05/2019;02/06/2019;1252;1,20;1507,47;Standard;2;sim;sim;sim;sim;Auto-conhecimento
494;387. Bruno Tavares;Bruno;Tavares;bruno_tavares@hotmail.com;Female;23;São Paulo;Vendedor;guiado;2,01;108,0;A pe;Sarria;11;6;23/03/2023;03/04/2023;1039;1,25;1295,06;Standard;6;sim;sim;sim;sim;Auto-conhecimento
496;389. Gustavo Tavares;Gustavo;Tavares;tavares.gustavo@outlook.com;Male;23;São Paulo;Enfermeiro;autoguiado;1,69;66,7;A pe;Sarria;11;6;27/05/2024;07/06/2024;1106;1,32;1462,85;Standard;10;sim;sim;não;sim;Espiritual
508;401. João Cardoso;João;Cardoso;joãocardoso99@outlook.com;Male;67;São Paulo;Motorista;grupo;1,81;88,7;A pe;Sarria;11;6;18/11/2024;29/11/2024;1046;0,99;1034,91;Superior;5;sim;sim;sim;sim;Auto-conhecimento
521;414. Larissa Cardoso;Larissa;Cardoso;larissa.cardoso@gmail.com;Male;57;São Paulo;Contador;guiado;2,06;102,9;A pe;Sarria;11;6;03/05/2023;14/05/2023;1592;1,26;2010,08;Standard;1;sim;sim;sim;sim;Aventura
523;416. Beatriz Cardoso;Beatriz;Cardoso;beatrizcardoso84@hotmail.com;Female;30;Salvador;Enfermeiro;guiado;1,84;76,7;A pe;Sarria;11;6;27/03/2022;07/04/2022;1387;1,34;1860,12;Superior;7;sim;sim;sim;sim;Cultural
526;419. Patricia Cardoso;Patricia;Cardoso;cardoso.patricia@gmail.com;Male;44;Guarulhos;Atendente;guiado;1,76;86,7;A pe;Sarria;11;6;07/05/2023;18/05/2023;1051;1,12;1174,62;Standard;10;sim;sim;sim;sim;Aventura
531;424. Rafael Batista;Rafael;Batista;rafael_batista@outlook.com;Male;28;Recife;Enfermeiro;autoguiado;1,71;73,8;A pe;Sarria;11;6;09/07/2019;20/07/2019;1068;1,23;1311,59;Standard;5;sim;sim;sim;sim;Espiritual
534;427. Bruno Batista;Bruno;Batista;batista.bruno@hotmail.com;Female;54;Rio de Janeiro;Auxiliar administrativo;guiado;1,78;88,4;A pe;Sarria;11;6;25/09/2025;06/10/2025;1508;0,98;1480,20;Standard;9;sim;sim;sim;não;Espiritual
550;443. Lucas Nogueira;Lucas;Nogueira;lucas.nogueira@hotmail.com;Male;68;Salvador;Designer;autoguiado;1,80;84,3;A pe;Sarria;11;6;20/01/2026;31/01/2026;1244;1,00;1243,53;Standard;9;sim;sim;sim;sim;Aventura
552;445. Gabriel Nogueira;Gabriel;Nogueira;nogueira.gabriel@yahoo.com;Bigender;48;Curitiba;Astrônomo;guiado;2,00;95,7;A pe;Sarria;11;6;05/04/2023;16/04/2023;1463;0,99;1446,06;Standard;6;sim;sim;sim;sim;Cultural
553;446. Felipe Nogueira;Felipe;Nogueira;felipe.nogueira@hotmail.com;Female;33;Rio de Janeiro;Vendedor;guiado;2,07;105,9;A pe;Sarria;11;6;13/02/2023;24/02/2023;1380;1,00;1375,62;Standard;4;não;sim;sim;sim;Cultural
558;451. Mariana Nogueira;Mariana;Nogueira;mariananogueira14@yahoo.com;Male;48;Rio de Janeiro;Designer;grupo;1,64;61,3;A pe;Sarria;11;6;11/07/2022;22/07/2022;1044;1,08;1124,72;Standard;5;sim;sim;sim;não;Auto-conhecimento
563;456. Beatriz Nogueira;Beatriz;Nogueira;beatriz_nogueira@outlook.com;Male;37;Manaus;Motorista;guiado;1,86;78,3;A pe;Sarria;11;6;19/06/2021;30/06/2021;1152;0,98;1132,62;Standard;5;sim;sim;sim;sim;Auto-conhecimento
564;457. Fernanda Nogueira;Fernanda;Nogueira;fernanda.nogueira@hotmail.com;Female;29;Manaus;Enfermeiro;autoguiado;1,85;78,1;A pe;Sarria;11;6;29/01/2022;09/02/2022;1131;0,98;1112,09;Standard;9;sim;sim;sim;sim;Auto-conhecimento
576;469. Gustavo Figueiredo;Gustavo;Figueiredo;figueiredo.gustavo@hotmail.com;Male;32;Natal;Motorista;grupo;1,67;61,5;A pe;Sarria;11;6;04/01/2020;15/01/2020;1090;0,99;1077,92;Standard;4;sim;sim;sim;sim;Espiritual
583;476. Beatriz Figueiredo;Beatriz;Figueiredo;figueiredo.beatriz@outlook.com;Male;59;Fortaleza;Motorista;guiado;1,99;109,2;A pe;Sarria;11;6;19/03/2026;30/03/2026;1044;0,99;1035,56;Standard;4;sim;sim;não;sim;Espiritual
589;482. Pedro Cavalheiro;Pedro;Cavalheiro;pedro.cavalheiro@yahoo.com;Male;59;Belém;Técnico de informática;autoguiado;1,79;83,9;A pe;Sarria;11;6;26/01/2022;06/02/2022;1385;1,06;1471,32;Standard;7;sim;sim;sim;sim;Cultural
594;487. Bruno Cavalheiro;Bruno;Cavalheiro;bruno_cavalheiro@yahoo.com;Male;50;Osasco;Pesquisador;autoguiado;1,60;69,2;A pe;Sarria;11;6;14/12/2017;25/12/2017;1423;1,24;1762,81;Standard;3;sim;sim;sim;sim;Espiritual
595;488. Daniel Cavalheiro;Daniel;Cavalheiro;danielcavalheiro79@yahoo.com;Male;67;Brasília;Médico;guiado;1,82;75,4;A pe;Sarria;11;6;27/05/2020;07/06/2020;1424;1,15;1632,79;Standard;5;sim;sim;sim;sim;Cultural
598;491. Mariana Cavalheiro;Mariana;Cavalheiro;cavalheiro.mariana@gmail.com;Female;72;São Paulo;Programador;guiado;1,77;84,3;A pe;Sarria;11;6;23/03/2020;03/04/2020;1014;0,98;998,46;Standard;2;sim;sim;sim;sim;Espiritual
625;Daniela Freitas;Daniela;Freitas;freitas.daniela@gmail.com;Male;57;Rio de Janeiro;Motorista;autoguiado;1,98;100,7;A pe;Sarria;11;6;01/06/2021;12/06/2021;1276;1,05;1342,56;Superior;1;sim;sim;sim;sim;Auto-conhecimento
630;Thiago Monteiro;Thiago;Monteiro;thiago.monteiro@outlook.com;Male;24;São Paulo;Advogado;autoguiado;2,00;109,7;A pe;Sarria;11;6;13/04/2018;24/04/2018;1328;1,27;1687,00;Standard;5;não;sim;sim;sim;Cultural
639;Sabrina Vieira;Sabrina;Vieira;sabrina.vieira@gmail.com;Female;72;Manaus;Enfermeiro;guiado;1,92;97,4;A pe;Sarria;11;6;04/12/2025;15/12/2025;1229;1,23;1509,41;Standard;2;sim;sim;sim;sim;Espiritual
642;Matheus Farias;Matheus;Farias;farias.matheus@gmail.com;Male;39;São Paulo;Atendente;grupo;2,07;109,9;A pe;Sarria;11;6;04/06/2019;15/06/2019;1533;1,26;1930,32;Superior;5;sim;sim;sim;sim;Espiritual
645;Roberta Coelho;Roberta;Coelho;roberta_coelho@gmail.com;Male;55;Rio de Janeiro;Advogado;autoguiado;1,92;81,6;A pe;Sarria;11;6;14/11/2025;25/11/2025;1352;1,23;1668,49;Superior;3;sim;sim;não;sim;Aventura
646;Alexandre Mello;Alexandre;Mello;mello.alexandre@gmail.com;Female;37;Rio de Janeiro;Pesquisador;autoguiado;1,61;67,0;A pe;Sarria;11;6;06/06/2024;17/06/2024;1407;0,98;1382,78;Standard;5;sim;sim;sim;sim;Auto-conhecimento
649;Mariana Lemos;Mariana;Lemos;lemos.mariana@outlook.com;Female;41;Salvador;Nutricionista;autoguiado;1,89;87,4;A pe;Sarria;11;6;17/06/2018;28/06/2018;1552;1,34;2078,58;Standard;5;não;sim;sim;sim;Aventura
656;Renato Dantas;Renato;Dantas;renato.dantas@hotmail.com;Female;68;Salvador;Economista;guiado;2,06;106,7;A pe;Sarria;11;6;18/02/2026;01/03/2026;1241;1,00;1240,64;Standard;6;sim;sim;sim;sim;Auto-conhecimento
657;Elaine Macedo;Elaine;Macedo;elainemacedo52@gmail.com;Female;71;Salvador;Analista de dados;guiado;1,71;67,2;A pe;Sarria;11;6;24/05/2017;04/06/2017;1235;1,03;1276,35;Superior;4;não;sim;sim;sim;Auto-conhecimento
674;Robson Assis;Robson;Assis;robson.assis@hotmail.com;Male;56;São Paulo;Técnico de informática;guiado;1,87;87,9;A pe;Sarria;11;6;26/10/2019;06/11/2019;1028;1,20;1235,06;Standard;8;sim;sim;sim;não;Auto-conhecimento
